id;name;national_id;gender;birth;phone;created_by;new_patient;medical_id;last_modified_date
65;崔中山;U191605231;FEMALE;1942-09-01;0935726906;system;True;00065;2019-08-06 02:43:50.446923+00
66;公嘉玲;M489751573;MALE;1962-06-14;0907846400;system;True;00066;2019-08-06 02:43:50.446923+00
67;路郁婷;R101557599;FEMALE;1926-09-04;0929109260;system;True;00067;2019-08-06 02:43:50.446923+00
68;刁筱涵;H106210856;FEMALE;1944-06-24;0931972180;system;False;00068;2019-08-06 02:43:50.446923+00
69;米志豪;V783107583;FEMALE;1920-06-04;0964691078;system;True;00069;2019-08-06 02:43:50.446923+00
70;充傑克;J717774710;FEMALE;1911-02-20;0932049407;system;False;00070;2019-08-06 02:43:50.446923+00
71;戴俊宏;D266045301;OTHER;1960-03-29;0910760100;system;True;00071;2019-08-06 02:43:50.446923+00
72;董飛;C119681522;FEMALE;2007-02-02;0910198952;system;False;00072;2019-08-06 02:43:50.446923+00
73;東方婉婷;F218125830;MALE;1933-09-14;0961071015;system;True;00073;2019-08-06 02:43:50.446923+00
74;童琬婷;L591151617;FEMALE;1997-11-08;0916942609;system;False;00074;2019-08-06 02:43:50.446923+00
75;湛佳玲;J186070102;MALE;1972-05-08;0951102340;system;False;00075;2019-08-06 02:43:50.446923+00
76;李怡萱;K955195260;MALE;1968-12-09;0983914210;system;True;00076;2019-08-06 02:43:50.446923+00
77;葛郁雯;Q851706447;FEMALE;1918-07-21;0960391093;system;True;00077;2019-08-06 02:43:50.446923+00
78;吳柏翰;S355061710;MALE;1991-03-03;0904001010;system;False;00078;2019-08-06 02:43:50.446923+00
79;解宜庭;N197281321;OTHER;1961-07-05;0981205110;system;True;00079;2019-08-06 02:43:50.446923+00
80;嚴婷婷;G556052198;MALE;2013-07-17;0957861346;system;False;00080;2019-08-06 02:43:50.446923+00
81;宦琬婷;E709103538;MALE;1975-10-20;0910802766;system;False;00081;2019-08-06 02:43:50.446923+00
82;邱怡安;G101100290;OTHER;1969-05-12;0995870851;system;False;00082;2019-08-06 02:43:50.446923+00
83;印龍;A837810314;MALE;2001-11-23;0998728425;system;True;00083;2019-08-06 02:43:50.446923+00
84;山柏翰;L310402280;FEMALE;1919-03-28;0981051090;system;True;00084;2019-08-06 02:43:50.446923+00
85;鈄佳蓉;E751358018;MALE;1924-03-26;0970108211;system;False;00085;2019-08-06 02:43:50.446923+00
86;胡雅萍;L036375393;OTHER;1939-01-16;0972397383;system;False;00086;2019-08-06 02:43:50.446923+00
87;司怡君;S627110792;FEMALE;1924-04-20;0997302466;system;True;00087;2019-08-06 02:43:50.446923+00
88;柏佳蓉;O263761293;MALE;1944-11-12;0922791020;system;True;00088;2019-08-06 02:43:50.446923+00
89;唐怡如;T131680723;OTHER;1906-05-16;0952871076;system;True;00089;2019-08-06 02:43:50.446923+00
90;慕容佳慧;I837110440;MALE;1979-01-17;0934107897;system;True;00090;2019-08-06 02:43:50.446923+00
91;隗美玲;H992745940;OTHER;1957-02-13;0906846641;system;False;00091;2019-08-06 02:43:50.446923+00
92;白佳玲;X811010101;MALE;1931-05-21;0928610968;system;False;00092;2019-08-06 02:43:50.446923+00
93;鮑家銘;S035989934;MALE;2016-12-15;0978510317;system;False;00093;2019-08-06 02:43:50.446923+00
94;逄鈺婷;M674103108;FEMALE;1974-09-30;0902710305;system;False;00094;2019-08-06 02:43:50.446923+00
95;淩靜怡;R335590105;MALE;1921-08-30;0928952586;system;False;00095;2019-08-06 02:43:50.446923+00
96;魏宗翰;H593762047;MALE;1943-01-21;0949128935;system;True;00096;2019-08-06 02:43:50.446923+00
97;夏惠婷;K191227987;MALE;2013-06-10;0962713254;system;True;00097;2019-08-06 02:43:50.446923+00
98;慕容淑娟;H674298298;OTHER;1973-06-04;0960211010;system;False;00098;2019-08-06 02:43:50.446923+00
99;邱佳樺;J942321109;OTHER;2000-05-27;0939060210;system;False;00099;2019-08-06 02:43:50.446923+00
100;韋志偉;A015594804;MALE;2006-05-02;0918712741;system;True;00100;2019-08-06 02:43:50.446923+00
101;孟懿;H165292191;OTHER;2016-04-19;0961961078;system;True;00101;2019-08-06 02:43:50.446923+00
102;步飛;H941091289;OTHER;1980-06-15;0952849801;system;False;00102;2019-08-06 02:43:50.446923+00
103;譚詩涵;K001018008;OTHER;1983-10-05;0910710030;system;False;00103;2019-08-06 02:43:50.446923+00
104;雷家瑋;S109269116;OTHER;1989-04-02;0966101087;system;False;00104;2019-08-06 02:43:50.446923+00
105;駱鈺婷;S638897972;FEMALE;1950-03-02;0910106905;system;False;00105;2019-08-06 02:43:50.446923+00
106;李佳樺;O577185635;OTHER;1985-11-17;0931055396;system;True;00106;2019-08-06 02:43:50.446923+00
107;麻佳穎;X479685843;MALE;1968-12-17;0908507989;system;False;00107;2019-08-06 02:43:50.446923+00
108;古佳蓉;Y798210865;FEMALE;2003-11-01;0990776062;system;False;00108;2019-08-06 02:43:50.446923+00
109;支佳玲;F390673982;OTHER;1925-09-17;0935389113;system;False;00109;2019-08-06 02:43:50.446923+00
110;蓬懿;I662644610;MALE;1963-02-26;0902601096;system;False;00110;2019-08-06 02:43:50.446923+00
111;荀家銘;H048463949;FEMALE;1994-08-05;0941531031;system;False;00111;2019-08-06 02:43:50.446923+00
112;甯建宏;M303101091;FEMALE;1917-11-07;0931056611;system;True;00112;2019-08-06 02:43:50.446923+00
113;闕龍;I555110333;FEMALE;1965-07-03;0962899630;system;False;00113;2019-08-06 02:43:50.446923+00
114;強郁婷;B374792661;OTHER;1938-03-05;0953277011;system;False;00114;2019-08-06 02:43:50.446923+00
115;盛淑惠;R230366232;OTHER;1970-08-01;0988053509;system;False;00115;2019-08-06 02:43:50.446923+00
116;璩雅文;M343472050;FEMALE;1936-06-26;0976500227;system;False;00116;2019-08-06 02:43:50.446923+00
117;靳家銘;O690033264;FEMALE;1903-08-02;0994108344;system;True;00117;2019-08-06 02:43:50.446923+00
118;高羽;L016922103;FEMALE;1962-03-04;0938095051;system;False;00118;2019-08-06 02:43:50.446923+00
119;苗雅琪;K806057057;FEMALE;1910-04-15;0925878510;system;True;00119;2019-08-06 02:43:50.446923+00
120;邱羽;U210491575;OTHER;1965-02-17;0992709501;system;False;00120;2019-08-06 02:43:50.446923+00
121;聞建宏;I096708044;MALE;1945-09-06;0931910364;system;False;00121;2019-08-06 02:43:50.446923+00
122;伏婉婷;H871039441;MALE;1915-04-10;0910691031;system;True;00122;2019-08-06 02:43:50.446923+00
123;褚宜庭;T579511003;FEMALE;1980-06-19;0958640410;system;True;00123;2019-08-06 02:43:50.446923+00
124;景琬婷;K453141781;FEMALE;2013-10-30;0961855107;system;False;00124;2019-08-06 02:43:50.446923+00
125;胡郁雯;L491041922;MALE;1906-05-19;0999831794;system;True;00125;2019-08-06 02:43:50.446923+00
126;邵佳穎;P696728872;FEMALE;1990-02-25;0966281085;system;False;00126;2019-08-06 02:43:50.446923+00
127;侯俊宏;H640510580;FEMALE;1909-02-13;0901157984;system;False;00127;2019-08-06 02:43:50.446923+00
128;齊馨儀;C100210366;OTHER;1923-04-22;0927561010;system;True;00128;2019-08-06 02:43:50.446923+00
129;敖冠廷;F806879888;OTHER;1989-02-16;0993722366;system;True;00129;2019-08-06 02:43:50.446923+00
130;訾沖;W108794054;MALE;1962-06-03;0936176265;system;False;00130;2019-08-06 02:43:50.446923+00
131;溥志豪;Y647518544;MALE;1961-06-27;0994802752;system;False;00131;2019-08-06 02:43:50.446923+00
132;蒲雅琪;H749106960;MALE;1930-05-28;0982963569;system;True;00132;2019-08-06 02:43:50.446923+00
133;馮威廷;Y109080637;OTHER;1918-07-27;0901057594;system;False;00133;2019-08-06 02:43:50.446923+00
134;耿宜庭;S325521595;OTHER;1945-05-25;0938816076;system;False;00134;2019-08-06 02:43:50.446923+00
135;司馬志宏;J191103521;FEMALE;1984-01-17;0910513364;system;True;00135;2019-08-06 02:43:50.446923+00
136;茅美琪;N647310103;OTHER;1962-02-11;0910510659;system;True;00136;2019-08-06 02:43:50.446923+00
137;杜怡君;R583436446;OTHER;1964-03-01;0980747485;system;False;00137;2019-08-06 02:43:50.446923+00
138;從淑娟;L740525701;FEMALE;1961-07-01;0966053839;system;False;00138;2019-08-06 02:43:50.446923+00
139;賀雅婷;N678491910;OTHER;1998-12-12;0986193648;system;True;00139;2019-08-06 02:43:50.446923+00
140;紅怡婷;I715928626;MALE;1975-10-15;0961142486;system;True;00140;2019-08-06 02:43:50.446923+00
141;吉家豪;M949617935;FEMALE;1975-07-29;0951006023;system;False;00141;2019-08-06 02:43:50.446923+00
142;胥嘉玲;H138435073;MALE;1945-08-05;0956547106;system;False;00142;2019-08-06 02:43:50.446923+00
143;易惠雯;P538105210;OTHER;1930-05-17;0982227305;system;False;00143;2019-08-06 02:43:50.446923+00
144;孫威廷;H318976705;OTHER;1903-07-04;0956799794;system;False;00144;2019-08-06 02:43:50.446923+00
145;季佩君;W721753135;FEMALE;1971-07-02;0951728916;system;True;00145;2019-08-06 02:43:50.446923+00
146;仲淑貞;M981044410;OTHER;1994-12-16;0998099232;system;False;00146;2019-08-06 02:43:50.446923+00
147;褚宇軒;R077647136;OTHER;1942-01-10;0929600672;system;False;00147;2019-08-06 02:43:50.446923+00
148;宮佳樺;P485601094;FEMALE;2013-07-30;0981983117;system;True;00148;2019-08-06 02:43:50.446923+00
149;邴沖;O406760751;OTHER;2001-03-28;0942319950;system;False;00149;2019-08-06 02:43:50.446923+00
150;萬惠婷;I589341654;FEMALE;1952-02-06;0921035910;system;False;00150;2019-08-06 02:43:50.446923+00
151;蓬欣怡;P766394010;FEMALE;1911-04-08;0995195680;system;False;00151;2019-08-06 02:43:50.446923+00
152;沙雅玲;K075792820;FEMALE;1910-04-23;0955927464;system;False;00152;2019-08-06 02:43:50.446923+00
153;桂惠雯;H434381403;MALE;1949-08-10;0947746510;system;True;00153;2019-08-06 02:43:50.446923+00
154;邰郁雯;U379837910;FEMALE;1946-01-15;0938005628;system;True;00154;2019-08-06 02:43:50.446923+00
155;昌冠宇;J732810917;FEMALE;1990-03-04;0908173791;system;False;00155;2019-08-06 02:43:50.446923+00
156;闞志豪;R609305185;OTHER;2013-10-28;0947236739;system;False;00156;2019-08-06 02:43:50.446923+00
157;游惠雯;S921095210;MALE;1904-07-02;0996294700;system;False;00157;2019-08-06 02:43:50.446923+00
158;阮信宏;M801893097;MALE;2015-07-18;0943259026;system;True;00158;2019-08-06 02:43:50.446923+00
159;印怡君;Q428109610;FEMALE;1911-03-17;0972616180;system;False;00159;2019-08-06 02:43:50.446923+00
160;闞羽;N956699107;OTHER;1979-01-15;0918910310;system;False;00160;2019-08-06 02:43:50.446923+00
161;蔣雅芳;Z455071882;OTHER;1948-09-07;0959397419;system;False;00161;2019-08-06 02:43:50.446923+00
162;蒯雅筑;B109655261;OTHER;1967-11-22;0901002107;system;True;00162;2019-08-06 02:43:50.446923+00
163;宓承翰;K359504815;FEMALE;1917-06-07;0993858189;system;True;00163;2019-08-06 02:43:50.446923+00
164;向庭瑋;O110462701;FEMALE;1964-07-22;0952448104;system;True;00164;2019-08-06 02:43:50.446923+00
165;竺雅涵;F942661519;OTHER;1950-02-10;0923842104;system;True;00165;2019-08-06 02:43:50.446923+00
166;慕容宜君;P101033410;OTHER;1983-10-09;0997420468;system;False;00166;2019-08-06 02:43:50.446923+00
167;郗承翰;Z234394327;FEMALE;1949-09-20;0990107235;system;True;00167;2019-08-06 02:43:50.446923+00
168;甯佳穎;I371241037;MALE;1984-12-23;0910946462;system;False;00168;2019-08-06 02:43:50.446923+00
169;居郁婷;A264931002;MALE;2013-10-10;0910711001;system;True;00169;2019-08-06 02:43:50.446923+00
170;潘中山;P643635607;FEMALE;1967-11-07;0916663850;system;True;00170;2019-08-06 02:43:50.446923+00
171;刁信宏;Q037849657;OTHER;1983-11-26;0957212354;system;False;00171;2019-08-06 02:43:50.446923+00
172;司空惠雯;X303888510;FEMALE;1966-02-25;0954385029;system;False;00172;2019-08-06 02:43:50.446923+00
173;嚴鈺婷;V652541836;OTHER;1978-09-25;0979051092;system;False;00173;2019-08-06 02:43:50.446923+00
174;倪龍;P314731048;OTHER;1959-03-29;0910856454;system;False;00174;2019-08-06 02:43:50.446923+00
175;戈志偉;V672710101;FEMALE;1993-10-06;0926107714;system;True;00175;2019-08-06 02:43:50.446923+00
176;於冠廷;F001069427;FEMALE;1995-07-06;0970884221;system;False;00176;2019-08-06 02:43:50.446923+00
177;戈怡安;J118019437;MALE;1917-09-26;0971917690;system;False;00177;2019-08-06 02:43:50.446923+00
178;郜信宏;F410100120;OTHER;1928-01-25;0902939051;system;True;00178;2019-08-06 02:43:50.446923+00
179;戚雅涵;I599401195;MALE;1988-08-14;0983559810;system;False;00179;2019-08-06 02:43:50.446923+00
180;趙宇軒;G991088644;FEMALE;2013-03-18;0977710861;system;False;00180;2019-08-06 02:43:50.446923+00
181;甯靜怡;Q311411866;MALE;1938-07-03;0928571040;system;False;00181;2019-08-06 02:43:50.446923+00
182;雙瑋婷;B771055792;MALE;1996-10-02;0983310558;system;True;00182;2019-08-06 02:43:50.446923+00
183;白美琪;T855998834;FEMALE;1987-03-05;0957576480;system;False;00183;2019-08-06 02:43:50.446923+00
184;和宗翰;B241093067;MALE;1908-03-03;0900407304;system;False;00184;2019-08-06 02:43:50.446923+00
185;尚心怡;N103580752;MALE;1976-05-18;0997223846;system;True;00185;2019-08-06 02:43:50.446923+00
186;烏郁婷;B107739109;MALE;1951-01-25;0914985395;system;False;00186;2019-08-06 02:43:50.446923+00
187;曆建宏;D106358650;FEMALE;1909-09-01;0965125090;system;True;00187;2019-08-06 02:43:50.446923+00
188;冀信宏;P010461031;OTHER;2012-11-18;0910142128;system;False;00188;2019-08-06 02:43:50.446923+00
189;伏詩涵;V108033023;OTHER;1904-09-20;0927894866;system;False;00189;2019-08-06 02:43:50.446923+00
190;房懿;K864765296;OTHER;1933-08-24;0969933764;system;True;00190;2019-08-06 02:43:50.446923+00
191;師欣怡;E481039002;FEMALE;2015-07-16;0995110611;system;True;00191;2019-08-06 02:43:50.446923+00
192;裘鈺婷;C168140072;OTHER;1954-02-22;0904084918;system;False;00192;2019-08-06 02:43:50.446923+00
193;甘羽;Z949109689;MALE;1990-09-19;0945410633;system;True;00193;2019-08-06 02:43:50.446923+00
194;堵馨儀;Z912697901;FEMALE;2004-12-28;0963816410;system;True;00194;2019-08-06 02:43:50.446923+00
195;歐陽惠婷;H709535827;FEMALE;1917-05-13;0905623261;system;True;00195;2019-08-06 02:43:50.446923+00
196;廣惠雯;Y510101561;FEMALE;1943-11-23;0917607502;system;False;00196;2019-08-06 02:43:50.446923+00
197;蒙雅筑;U107108555;OTHER;1906-10-30;0996548057;system;True;00197;2019-08-06 02:43:50.446923+00
198;國靜怡;E314693736;OTHER;1958-01-05;0942210059;system;True;00198;2019-08-06 02:43:50.446923+00
199;杭家瑋;G100659079;MALE;1915-03-07;0924201914;system;False;00199;2019-08-06 02:43:50.446923+00
200;庾柏翰;K051029490;MALE;1927-10-21;0912821091;system;True;00200;2019-08-06 02:43:50.446923+00
201;寇承翰;J382919805;FEMALE;1970-11-04;0992571934;system;True;00201;2019-08-06 02:43:50.446923+00
202;劉冠霖;P401447941;FEMALE;1943-12-02;0957670846;system;True;00202;2019-08-06 02:43:50.446923+00
203;池心怡;J109011346;OTHER;1936-10-13;0968294044;system;True;00203;2019-08-06 02:43:50.446923+00
204;舒冠廷;O343152890;OTHER;1979-06-24;0958431281;system;False;00204;2019-08-06 02:43:50.446923+00
205;計佳玲;S051443795;FEMALE;1988-04-12;0934410706;system;False;00205;2019-08-06 02:43:50.446923+00
206;衡怡安;X009437010;OTHER;1955-05-23;0972109656;system;False;00206;2019-08-06 02:43:50.446923+00
207;融靜宜;W839217050;OTHER;1978-05-13;0991030310;system;True;00207;2019-08-06 02:43:50.446923+00
208;都怡君;W389800542;FEMALE;1976-12-12;0958352777;system;True;00208;2019-08-06 02:43:50.446923+00
209;張依婷;X878011410;OTHER;1989-09-21;0910949332;system;False;00209;2019-08-06 02:43:50.446923+00
210;糜懿;Y730060927;OTHER;1949-06-09;0929854180;system;False;00210;2019-08-06 02:43:50.446923+00
211;冉淑慧;L263217262;FEMALE;1903-11-04;0989408920;system;False;00211;2019-08-06 02:43:50.446923+00
212;盧靜怡;N653103658;FEMALE;1963-02-08;0910086404;system;True;00212;2019-08-06 02:43:50.446923+00
213;包雅琪;V328828747;FEMALE;2014-05-11;0913710457;system;True;00213;2019-08-06 02:43:50.446923+00
214;龍雅婷;B341363824;OTHER;1992-09-24;0926094636;system;False;00214;2019-08-06 02:43:50.446923+00
215;馮佳慧;R545273583;MALE;1909-01-04;0991022481;system;True;00215;2019-08-06 02:43:50.446923+00
216;彭怡如;U010073858;MALE;1962-05-19;0933930703;system;False;00216;2019-08-06 02:43:50.446923+00
217;於羽;E131363810;OTHER;1994-12-11;0993095229;system;True;00217;2019-08-06 02:43:50.446923+00
218;包佳玲;F491014101;MALE;1907-09-05;0941099834;system;False;00218;2019-08-06 02:43:50.446923+00
219;滿淑慧;Q110321809;FEMALE;1984-09-12;0986621742;system;True;00219;2019-08-06 02:43:50.446923+00
220;莫郁婷;X106609320;FEMALE;1947-02-16;0995774047;system;True;00220;2019-08-06 02:43:50.446923+00
221;戎雅惠;O429138342;FEMALE;1934-08-04;0981098934;system;False;00221;2019-08-06 02:43:50.446923+00
222;譚志宏;Q336411261;FEMALE;1935-04-16;0901239510;system;False;00222;2019-08-06 02:43:50.446923+00
223;庾郁雯;B381796101;OTHER;1939-10-17;0931010553;system;False;00223;2019-08-06 02:43:50.446923+00
224;龐雅惠;E201041067;OTHER;1923-08-06;0918508751;system;False;00224;2019-08-06 02:43:50.446923+00
225;司馬雅芳;T109247410;FEMALE;1971-03-09;0910195231;system;False;00225;2019-08-06 02:43:50.446923+00
226;祝雅筑;J101050163;MALE;1976-09-13;0958292820;system;False;00226;2019-08-06 02:43:50.446923+00
227;尚宜庭;E651215841;MALE;1952-08-13;0912383407;system;True;00227;2019-08-06 02:43:50.446923+00
228;能鈺婷;H564572097;FEMALE;1954-01-15;0933910544;system;True;00228;2019-08-06 02:43:50.446923+00
229;薑冠霖;C234700160;OTHER;1999-11-16;0911061010;system;True;00229;2019-08-06 02:43:50.446923+00
230;宰雅涵;C792868810;MALE;1932-07-01;0972720310;system;False;00230;2019-08-06 02:43:50.446923+00
231;閔彥廷;R103718016;FEMALE;1904-06-20;0913810500;system;False;00231;2019-08-06 02:43:50.446923+00
232;何淑芬;J100457483;MALE;1932-03-10;0922862106;system;False;00232;2019-08-06 02:43:50.446923+00
233;司空馨儀;H664104109;MALE;1990-06-10;0948410470;system;True;00233;2019-08-06 02:43:50.446923+00
234;裘雅慧;R787450393;OTHER;1984-08-15;0910155144;system;True;00234;2019-08-06 02:43:50.446923+00
235;夏淑芬;U413903717;FEMALE;1903-05-17;0990796107;system;False;00235;2019-08-06 02:43:50.446923+00
236;殳惠如;S640716241;FEMALE;1909-01-18;0987910210;system;False;00236;2019-08-06 02:43:50.446923+00
237;司雅涵;L559510875;OTHER;2000-09-16;0904733342;system;True;00237;2019-08-06 02:43:50.446923+00
238;丁怡萱;R003963090;FEMALE;1960-03-28;0976966562;system;True;00238;2019-08-06 02:43:50.446923+00
239;班哲瑋;P188510802;FEMALE;1983-10-09;0936431013;system;False;00239;2019-08-06 02:43:50.446923+00
240;祿家銘;I165671947;FEMALE;1964-01-09;0977896169;system;True;00240;2019-08-06 02:43:50.446923+00
241;於志偉;L341079410;OTHER;2018-03-01;0926559109;system;False;00241;2019-08-06 02:43:50.446923+00
242;萬俊傑;Z110571011;MALE;1939-06-06;0994211012;system;True;00242;2019-08-06 02:43:50.446923+00
243;符馨儀;Z890786499;FEMALE;1911-08-11;0950012492;system;False;00243;2019-08-06 02:43:50.446923+00
244;範婷婷;I498108947;OTHER;1967-10-02;0938331030;system;True;00244;2019-08-06 02:43:50.446923+00
245;傅建宏;E795931030;FEMALE;1926-03-02;0914601279;system;False;00245;2019-08-06 02:43:50.446923+00
246;禹佩珊;U270625246;MALE;1983-10-10;0986102435;system;False;00246;2019-08-06 02:43:50.446923+00
247;花欣怡;G920710626;OTHER;1944-08-03;0902408252;system;False;00247;2019-08-06 02:43:50.446923+00
248;許惠婷;P236335075;MALE;1981-08-22;0983857653;system;False;00248;2019-08-06 02:43:50.446923+00
249;逄志宏;V894255796;OTHER;1982-01-09;0932645551;system;False;00249;2019-08-06 02:43:50.446923+00
250;桂琬婷;P310752829;MALE;2016-03-27;0948102054;system;True;00250;2019-08-06 02:43:50.446923+00
